FILE,ROW,ESTIMATED POSITION,REAL POSITION
ValidationData_1.csv,0,[-7.49931571e+03  4.86488286e+06  2.54545455e+00],[-7.51591680e+03  4.86488966e+06  1.00000000e+00]
ValidationData_1.csv,1,[-7.36103685e+03  4.86482974e+06  3.81818182e+00],[-7.38386722e+03  4.86483974e+06  4.00000000e+00]
ValidationData_1.csv,2,[-7.37399020e+03  4.86484483e+06  4.00000000e+00],[-7.37430208e+03  4.86484653e+06  4.00000000e+00]
ValidationData_1.csv,3,[-7.35687608e+03  4.86483636e+06  4.00000000e+00],[-7.36582488e+03  4.86484283e+06  4.00000000e+00]
ValidationData_1.csv,4,[-7.64309642e+03  4.86492207e+06  2.00000000e+00],[-7.6414993e+03  4.8649224e+06  2.0000000e+00]
ValidationData_1.csv,5,[0 0 0],[-7.33880721e+03  4.86482547e+06  2.00000000e+00]
ValidationData_1.csv,6,[0 0 0],[-7.37935168e+03  4.86484920e+06  3.00000000e+00]
ValidationData_1.csv,7,[-7.34677511e+03  4.86476723e+06  2.90909091e+00],[-7.34055878e+03  4.86475892e+06  3.00000000e+00]
ValidationData_1.csv,8,[0 0 0],[-7.35753125e+03  4.86476585e+06  2.00000000e+00]
ValidationData_1.csv,9,[  -7333.32795455 4864822.84717273       0.        ],[  -7345.08516991 4864830.81747028       0.        ]
ValidationData_1.csv,10,[-7.36290528e+03  4.86476752e+06  1.00000000e+00],[-7.34418266e+03  4.86475425e+06  2.00000000e+00]
ValidationData_1.csv,11,[-7.35866437e+03  4.86482933e+06  9.09090909e-02],[  -7372.66404148 4864844.41964526       0.        ]
ValidationData_1.csv,12,[-7.36630579e+03  4.86483318e+06  9.09090909e-02],[  -7377.06790472 4864849.18512059       0.        ]
ValidationData_1.csv,13,[-7.36766770e+03  4.86476984e+06  1.09090909e+00],[-7.33110010e+03  4.86476692e+06  2.00000000e+00]
ValidationData_1.csv,14,[  -7364.93257967 4864840.557994         0.        ],[  -7385.87153572 4864839.97669286       0.        ]
ValidationData_1.csv,15,[-7.35854050e+03  4.86483683e+06  1.00000000e+00],[-7.39343515e+03  4.86483673e+06  1.00000000e+00]
ValidationData_1.csv,16,[0 0 0],[-7.55967807e+03  4.86488749e+06  3.00000000e+00]
ValidationData_1.csv,17,[-7.41174129e+03  4.86478974e+06  4.00000000e+00],[-7.41445028e+03  4.86478846e+06  4.00000000e+00]
ValidationData_1.csv,18,[-7.35619868e+03  4.86482851e+06  3.63636364e-01],[-7.40240428e+03  4.86480640e+06  1.00000000e+00]
ValidationData_1.csv,19,[-7.35639210e+03  4.86482275e+06  1.00000000e+00],[-7.35837958e+03  4.86483688e+06  1.00000000e+00]
ValidationData_1.csv,20,[-7.56611865e+03  4.86487410e+06  1.90909091e+00],[-7.55885901e+03  4.86487112e+06  3.00000000e+00]
ValidationData_1.csv,21,[  -7631.44848182 4865003.99530909       0.        ],[-7.58694482e+03  4.86498586e+06  1.00000000e+00]
ValidationData_1.csv,22,[-7.41004949e+03  4.86479332e+06  3.63636364e+00],[-7.41058471e+03  4.86479328e+06  4.00000000e+00]
ValidationData_1.csv,23,[-7.41291971e+03  4.86478736e+06  4.00000000e+00],[-7.39422637e+03  4.86482106e+06  4.00000000e+00]
ValidationData_1.csv,24,[-7.55889102e+03  4.86487587e+06  1.18181818e+00],[-7.56898589e+03  4.86487603e+06  1.00000000e+00]
ValidationData_1.csv,25,[-7.56043927e+03  4.86487012e+06  1.00000000e+00],[-7.56271710e+03  4.86486596e+06  1.00000000e+00]
ValidationData_1.csv,26,[-7.36640274e+03  4.86484135e+06  1.00000000e+00],[-7.38547849e+03  4.86483769e+06  1.00000000e+00]
ValidationData_1.csv,27,[-7.38032110e+03  4.86484309e+06  1.00000000e+00],[-7.39703391e+03  4.86482882e+06  1.00000000e+00]
ValidationData_1.csv,28,[-7.67301270e+03  4.86493432e+06  2.54545455e+00],[-7.67478528e+03  4.86493418e+06  2.00000000e+00]
ValidationData_1.csv,29,[-7.64813788e+03  4.86492872e+06  1.90909091e+00],[-7.65647556e+03  4.86493830e+06  2.00000000e+00]
ValidationData_1.csv,30,[-7.64038411e+03  4.86500645e+06  1.54545455e+00],[-7.64276499e+03  4.86500503e+06  1.00000000e+00]
ValidationData_1.csv,31,[-7.53872543e+03  4.86492372e+06  2.00000000e+00],[-7.53996082e+03  4.86491993e+06  2.00000000e+00]
ValidationData_1.csv,32,[-7.52789945e+03  4.86493415e+06  2.00000000e+00],[-7.52531410e+03  4.86493295e+06  2.00000000e+00]
ValidationData_1.csv,33,[-7.53185132e+03  4.86493942e+06  2.00000000e+00],[-7.53308633e+03  4.86493763e+06  2.00000000e+00]
ValidationData_1.csv,34,[-7.52534732e+03  4.86494279e+06  2.00000000e+00],[-7.52160877e+03  4.86495060e+06  2.00000000e+00]
ValidationData_1.csv,35,[-7.43244090e+03  4.86487944e+06  2.00000000e+00],[-7.42481234e+03  4.86486299e+06  2.00000000e+00]
ValidationData_1.csv,36,[-7.45825352e+03  4.86484195e+06  2.45454545e+00],[-7.45736065e+03  4.86483144e+06  3.00000000e+00]
ValidationData_1.csv,37,[-7.4661422e+03  4.8648214e+06  2.0000000e+00],[-7.46045255e+03  4.86481604e+06  3.00000000e+00]
ValidationData_1.csv,38,[-7.46162055e+03  4.86481240e+06  2.00000000e+00],[-7.46003722e+03  4.86481449e+06  3.00000000e+00]
ValidationData_1.csv,39,[-7.46879404e+03  4.86481509e+06  2.00000000e+00],[-7.46844811e+03  4.86481849e+06  3.00000000e+00]
ValidationData_1.csv,40,[-7.42932859e+03  4.86487950e+06  3.00000000e+00],[-7.42309684e+03  4.86487785e+06  3.00000000e+00]
ValidationData_1.csv,41,[-7.42026562e+03  4.86489126e+06  3.00000000e+00],[-7.42317620e+03  4.86489614e+06  3.00000000e+00]
ValidationData_1.csv,42,[-7.54038770e+03  4.86492088e+06  2.00000000e+00],[-7.53884126e+03  4.86491972e+06  3.00000000e+00]
ValidationData_1.csv,43,[-7.54017332e+03  4.86492967e+06  2.27272727e+00],[-7.53891808e+03  4.86491989e+06  3.00000000e+00]
ValidationData_1.csv,44,[-7.53826438e+03  4.86492468e+06  2.54545455e+00],[-7.53075650e+03  4.86492151e+06  3.00000000e+00]
ValidationData_1.csv,45,[-7.53674664e+03  4.86492224e+06  2.90909091e+00],[-7.52182991e+03  4.86495057e+06  3.00000000e+00]
ValidationData_1.csv,46,[-7.55760244e+03  4.86488613e+06  2.09090909e+00],[-7.55542255e+03  4.86488578e+06  3.00000000e+00]
ValidationData_1.csv,47,[-7.36475808e+03  4.86482905e+06  2.72727273e+00],[-7.36608528e+03  4.86484257e+06  3.00000000e+00]
ValidationData_1.csv,48,[-7.33665800e+03  4.86482543e+06  3.00000000e+00],[-7.33664869e+03  4.86482709e+06  3.00000000e+00]
ValidationData_1.csv,49,[-7.32051828e+03  4.86481768e+06  3.00000000e+00],[-7.32365790e+03  4.86481908e+06  3.00000000e+00]
ValidationData_1.csv,50,[  -7668.23696364 4864934.47866364       0.        ],[  -7680.01548398 4864931.06532918       0.        ]
ValidationData_1.csv,51,[-7.64526457e+03  4.86494636e+06  1.18181818e+00],[-7.64488607e+03  4.86494848e+06  1.00000000e+00]
ValidationData_1.csv,52,[  -7641.81619091 4864921.10752727       0.        ],[  -7639.40049465 4864912.97794822       0.        ]
ValidationData_1.csv,53,[0 0 0],[  -7632.7776 4864964.7989       0.    ]
ValidationData_1.csv,54,[  -7607.27529091 4864979.3291           0.        ],[  -7607.0766 4864977.6918       0.    ]
ValidationData_1.csv,55,[-7.59148883e+03  4.86498479e+06  1.81818182e-01],[  -7592.95318465 4864984.23600766       0.        ]
ValidationData_1.csv,56,[  -7611.88746364 4864980.65752727       0.        ],[  -7588.9413927  4864985.59057594       0.        ]
ValidationData_1.csv,57,[  -7617.24791818 4864979.58444546       0.        ],[  -7611.19622966 4864981.68552096       0.        ]
