FILE,ROW,ESTIMATED POSITION,REAL POSITION
ValidationData_1.csv,0,[-7.50598000e+03  4.86486355e+06  2.00000000e+00],[-7.51591680e+03  4.86488966e+06  1.00000000e+00]
ValidationData_1.csv,1,[-7.36937087e+03  4.86484085e+06  4.00000000e+00],[-7.38386722e+03  4.86483974e+06  4.00000000e+00]
ValidationData_1.csv,2,[-7.36776790e+03  4.86484651e+06  4.00000000e+00],[-7.37430208e+03  4.86484653e+06  4.00000000e+00]
ValidationData_1.csv,3,[0 0 0],[-7.36582488e+03  4.86484283e+06  4.00000000e+00]
ValidationData_1.csv,4,[0 0 0],[-7.6414993e+03  4.8649224e+06  2.0000000e+00]
ValidationData_1.csv,5,[0 0 0],[-7.33880721e+03  4.86482547e+06  2.00000000e+00]
ValidationData_1.csv,6,[0 0 0],[-7.37935168e+03  4.86484920e+06  3.00000000e+00]
ValidationData_1.csv,7,[0 0 0],[-7.34055878e+03  4.86475892e+06  3.00000000e+00]
ValidationData_1.csv,8,[0 0 0],[-7.35753125e+03  4.86476585e+06  2.00000000e+00]
ValidationData_1.csv,9,[0 0 0],[  -7345.08516991 4864830.81747028       0.        ]
ValidationData_1.csv,10,[0 0 0],[-7.34418266e+03  4.86475425e+06  2.00000000e+00]
ValidationData_1.csv,11,[0 0 0],[  -7372.66404148 4864844.41964526       0.        ]
ValidationData_1.csv,12,[0 0 0],[  -7377.06790472 4864849.18512059       0.        ]
ValidationData_1.csv,13,[0 0 0],[-7.33110010e+03  4.86476692e+06  2.00000000e+00]
ValidationData_1.csv,14,[  -7388.90311715 4864838.18069387       0.        ],[  -7385.87153572 4864839.97669286       0.        ]
ValidationData_1.csv,15,[0 0 0],[-7.39343515e+03  4.86483673e+06  1.00000000e+00]
ValidationData_1.csv,16,[-7.54271620e+03  4.86492382e+06  2.00000000e+00],[-7.55967807e+03  4.86488749e+06  3.00000000e+00]
ValidationData_1.csv,17,[0 0 0],[-7.41445028e+03  4.86478846e+06  4.00000000e+00]
ValidationData_1.csv,18,[  -7360.1255     4864837.71423333       0.        ],[-7.40240428e+03  4.86480640e+06  1.00000000e+00]
ValidationData_1.csv,19,[0 0 0],[-7.35837958e+03  4.86483688e+06  1.00000000e+00]
ValidationData_1.csv,20,[0 0 0],[-7.55885901e+03  4.86487112e+06  3.00000000e+00]
ValidationData_1.csv,21,[0 0 0],[-7.58694482e+03  4.86498586e+06  1.00000000e+00]
ValidationData_1.csv,22,[0 0 0],[-7.41058471e+03  4.86479328e+06  4.00000000e+00]
ValidationData_1.csv,23,[0 0 0],[-7.39422637e+03  4.86482106e+06  4.00000000e+00]
ValidationData_1.csv,24,[0 0 0],[-7.56898589e+03  4.86487603e+06  1.00000000e+00]
ValidationData_1.csv,25,[0 0 0],[-7.56271710e+03  4.86486596e+06  1.00000000e+00]
ValidationData_1.csv,26,[0 0 0],[-7.38547849e+03  4.86483769e+06  1.00000000e+00]
ValidationData_1.csv,27,[0 0 0],[-7.39703391e+03  4.86482882e+06  1.00000000e+00]
ValidationData_1.csv,28,[-7.67552940e+03  4.86493433e+06  3.00000000e+00],[-7.67478528e+03  4.86493418e+06  2.00000000e+00]
ValidationData_1.csv,29,[-7.64235100e+03  4.86492419e+06  2.00000000e+00],[-7.65647556e+03  4.86493830e+06  2.00000000e+00]
ValidationData_1.csv,30,[-7.64063457e+03  4.86500558e+06  1.33333333e+00],[-7.64276499e+03  4.86500503e+06  1.00000000e+00]
ValidationData_1.csv,31,[0 0 0],[-7.53996082e+03  4.86491993e+06  2.00000000e+00]
ValidationData_1.csv,32,[0 0 0],[-7.52531410e+03  4.86493295e+06  2.00000000e+00]
ValidationData_1.csv,33,[0 0 0],[-7.53308633e+03  4.86493763e+06  2.00000000e+00]
ValidationData_1.csv,34,[0 0 0],[-7.52160877e+03  4.86495060e+06  2.00000000e+00]
ValidationData_1.csv,35,[-7.43505540e+03  4.86487818e+06  2.00000000e+00],[-7.42481234e+03  4.86486299e+06  2.00000000e+00]
ValidationData_1.csv,36,[0 0 0],[-7.45736065e+03  4.86483144e+06  3.00000000e+00]
ValidationData_1.csv,37,[-7.46182903e+03  4.86481524e+06  2.33333333e+00],[-7.46045255e+03  4.86481604e+06  3.00000000e+00]
ValidationData_1.csv,38,[0 0 0],[-7.46003722e+03  4.86481449e+06  3.00000000e+00]
ValidationData_1.csv,39,[0 0 0],[-7.46844811e+03  4.86481849e+06  3.00000000e+00]
ValidationData_1.csv,40,[0 0 0],[-7.42309684e+03  4.86487785e+06  3.00000000e+00]
ValidationData_1.csv,41,[0 0 0],[-7.42317620e+03  4.86489614e+06  3.00000000e+00]
ValidationData_1.csv,42,[0 0 0],[-7.53884126e+03  4.86491972e+06  3.00000000e+00]
ValidationData_1.csv,43,[0 0 0],[-7.53891808e+03  4.86491989e+06  3.00000000e+00]
ValidationData_1.csv,44,[0 0 0],[-7.53075650e+03  4.86492151e+06  3.00000000e+00]
ValidationData_1.csv,45,[0 0 0],[-7.52182991e+03  4.86495057e+06  3.00000000e+00]
ValidationData_1.csv,46,[0 0 0],[-7.55542255e+03  4.86488578e+06  3.00000000e+00]
ValidationData_1.csv,47,[-7.36700450e+03  4.86484305e+06  4.00000000e+00],[-7.36608528e+03  4.86484257e+06  3.00000000e+00]
ValidationData_1.csv,48,[0 0 0],[-7.33664869e+03  4.86482709e+06  3.00000000e+00]
ValidationData_1.csv,49,[-7.32610717e+03  4.86482066e+06  3.00000000e+00],[-7.32365790e+03  4.86481908e+06  3.00000000e+00]
ValidationData_1.csv,50,[  -7676.6271 4864934.0356       0.    ],[  -7680.01548398 4864931.06532918       0.        ]
ValidationData_1.csv,51,[-7.64590337e+03  4.86494743e+06  1.00000000e+00],[-7.64488607e+03  4.86494848e+06  1.00000000e+00]
ValidationData_1.csv,52,[-7.64711443e+03  4.86492197e+06  3.33333333e-01],[  -7639.40049465 4864912.97794822       0.        ]
ValidationData_1.csv,53,[  -7633.7295 4864965.3173       0.    ],[  -7632.7776 4864964.7989       0.    ]
ValidationData_1.csv,54,[0 0 0],[  -7607.0766 4864977.6918       0.    ]
ValidationData_1.csv,55,[0 0 0],[  -7592.95318465 4864984.23600766       0.        ]
ValidationData_1.csv,56,[0 0 0],[  -7588.9413927  4864985.59057594       0.        ]
ValidationData_1.csv,57,[  -7624.936      4864984.12753333       0.        ],[  -7611.19622966 4864981.68552096       0.        ]
ValidationData_1.csv,58,[0 0 0],[  -7615.52771818 4864981.65892278       0.        ]
ValidationData_1.csv,59,[0 0 0],[-7.59209024e+03  4.86497888e+06  1.00000000e+00]
ValidationData_1.csv,60,[0 0 0],[-7.61635993e+03  4.86497910e+06  1.00000000e+00]
ValidationData_1.csv,61,[0 0 0],[-7.69110920e+03  4.86492753e+06  1.00000000e+00]
ValidationData_1.csv,62,[0 0 0],[  -7685.4946 4864929.1348       0.    ]
ValidationData_1.csv,63,[0 0 0],[  -7684.28183436 4864931.86802129       0.        ]
ValidationData_1.csv,64,[0 0 0],[  -7682.45565    4864932.53290055       0.        ]
ValidationData_1.csv,65,[-7.67551847e+03  4.86493435e+06  3.33333333e-01],[  -7676.89365322 4864933.95646943       0.        ]
ValidationData_1.csv,66,[-7.67621323e+03  4.86493363e+06  6.66666667e-01],[  -7675.64792158 4864933.13878118       0.        ]
ValidationData_1.csv,67,[0 0 0],[-7.64430385e+03  4.86494878e+06  1.00000000e+00]
ValidationData_1.csv,68,[0 0 0],[  -7656.99678123 4864937.20383579       0.        ]
ValidationData_1.csv,69,[0 0 0],[  -7662.30642142 4864938.2719655        0.        ]
ValidationData_1.csv,70,[0 0 0],[  -7662.4472 4864933.7721       0.    ]
ValidationData_1.csv,71,[0 0 0],[  -7667.5438 4864937.5546       0.    ]
ValidationData_1.csv,72,[  -7644.7537     4864924.76796667       0.        ],[  -7643.697517   4864929.91511179       0.        ]
ValidationData_1.csv,73,[0 0 0],[  -7643.32298412 4864928.08658047       0.        ]
ValidationData_1.csv,74,[0 0 0],[  -7646.63644222 4864925.36349407       0.        ]
ValidationData_1.csv,75,[-7.65491193e+03  4.86493402e+06  1.00000000e+00],[  -7641.56309275 4864922.35505802       0.        ]
ValidationData_1.csv,76,[  -7647.96223333 4864922.9773           0.        ],[  -7641.01033919 4864920.68700804       0.        ]
ValidationData_1.csv,77,[0 0 0],[  -7640.03067149 4864914.50935242       0.        ]
