FILE,ROW,ESTIMATED POSITION,REAL POSITION
ValidationData_1.csv,0,[0 0 0],[-7.51591680e+03  4.86488966e+06  1.00000000e+00]
ValidationData_1.csv,1,[-7.36063819e+03  4.86483591e+06  3.75000000e+00],[-7.38386722e+03  4.86483974e+06  4.00000000e+00]
ValidationData_1.csv,2,[-7.37166444e+03  4.86484394e+06  4.00000000e+00],[-7.37430208e+03  4.86484653e+06  4.00000000e+00]
ValidationData_1.csv,3,[-7.35954945e+03  4.86483583e+06  4.00000000e+00],[-7.36582488e+03  4.86484283e+06  4.00000000e+00]
ValidationData_1.csv,4,[-7.64384664e+03  4.86492352e+06  2.00000000e+00],[-7.6414993e+03  4.8649224e+06  2.0000000e+00]
ValidationData_1.csv,5,[-7.32868977e+03  4.86482084e+06  2.00000000e+00],[-7.33880721e+03  4.86482547e+06  2.00000000e+00]
ValidationData_1.csv,6,[-7.36613874e+03  4.86484105e+06  2.12500000e+00],[-7.37935168e+03  4.86484920e+06  3.00000000e+00]
ValidationData_1.csv,7,[-7.34755356e+03  4.86478351e+06  2.37500000e+00],[-7.34055878e+03  4.86475892e+06  3.00000000e+00]
ValidationData_1.csv,8,[-7.36791924e+03  4.86477000e+06  1.00000000e+00],[-7.35753125e+03  4.86476585e+06  2.00000000e+00]
ValidationData_1.csv,9,[  -7333.854675 4864823.139375       0.      ],[  -7345.08516991 4864830.81747028       0.        ]
ValidationData_1.csv,10,[-7.36791924e+03  4.86477000e+06  1.00000000e+00],[-7.34418266e+03  4.86475425e+06  2.00000000e+00]
ValidationData_1.csv,11,[-7.36270445e+03  4.86476822e+06  1.00000000e+00],[  -7372.66404148 4864844.41964526       0.        ]
ValidationData_1.csv,12,[-7.36099403e+03  4.86476727e+06  1.00000000e+00],[  -7377.06790472 4864849.18512059       0.        ]
ValidationData_1.csv,13,[-7.36204375e+03  4.86477605e+06  1.25000000e+00],[-7.33110010e+03  4.86476692e+06  2.00000000e+00]
ValidationData_1.csv,14,[-7.36227328e+03  4.86481985e+06  2.50000000e-01],[  -7385.87153572 4864839.97669286       0.        ]
ValidationData_1.csv,15,[-7.35880382e+03  4.86483698e+06  1.00000000e+00],[-7.39343515e+03  4.86483673e+06  1.00000000e+00]
ValidationData_1.csv,16,[-7.5407019e+03  4.8649233e+06  2.0000000e+00],[-7.55967807e+03  4.86488749e+06  3.00000000e+00]
ValidationData_1.csv,17,[-7.41253560e+03  4.86478755e+06  4.00000000e+00],[-7.41445028e+03  4.86478846e+06  4.00000000e+00]
ValidationData_1.csv,18,[-7.36266126e+03  4.86476820e+06  1.00000000e+00],[-7.40240428e+03  4.86480640e+06  1.00000000e+00]
ValidationData_1.csv,19,[-7.36224990e+03  4.86476797e+06  1.00000000e+00],[-7.35837958e+03  4.86483688e+06  1.00000000e+00]
ValidationData_1.csv,20,[-7.56487609e+03  4.86487291e+06  2.00000000e+00],[-7.55885901e+03  4.86487112e+06  3.00000000e+00]
ValidationData_1.csv,21,[0 0 0],[-7.58694482e+03  4.86498586e+06  1.00000000e+00]
ValidationData_1.csv,22,[-7.41052449e+03  4.86479398e+06  3.87500000e+00],[-7.41058471e+03  4.86479328e+06  4.00000000e+00]
ValidationData_1.csv,23,[-7.40739926e+03  4.86478768e+06  4.00000000e+00],[-7.39422637e+03  4.86482106e+06  4.00000000e+00]
ValidationData_1.csv,24,[-7.55718136e+03  4.86487313e+06  1.00000000e+00],[-7.56898589e+03  4.86487603e+06  1.00000000e+00]
ValidationData_1.csv,25,[-7.56158950e+03  4.86486792e+06  6.25000000e-01],[-7.56271710e+03  4.86486596e+06  1.00000000e+00]
ValidationData_1.csv,26,[-7.36450479e+03  4.86480468e+06  1.00000000e+00],[-7.38547849e+03  4.86483769e+06  1.00000000e+00]
ValidationData_1.csv,27,[-7.36601738e+03  4.86481017e+06  5.00000000e-01],[-7.39703391e+03  4.86482882e+06  1.00000000e+00]
ValidationData_1.csv,28,[-7.67350445e+03  4.86493441e+06  2.75000000e+00],[-7.67478528e+03  4.86493418e+06  2.00000000e+00]
ValidationData_1.csv,29,[-7.64710894e+03  4.86492738e+06  2.00000000e+00],[-7.65647556e+03  4.86493830e+06  2.00000000e+00]
ValidationData_1.csv,30,[-7.64133031e+03  4.86500860e+06  1.12500000e+00],[-7.64276499e+03  4.86500503e+06  1.00000000e+00]
ValidationData_1.csv,31,[-7.53845220e+03  4.86492438e+06  2.00000000e+00],[-7.53996082e+03  4.86491993e+06  2.00000000e+00]
ValidationData_1.csv,32,[-7.53400256e+03  4.86492959e+06  2.00000000e+00],[-7.52531410e+03  4.86493295e+06  2.00000000e+00]
ValidationData_1.csv,33,[-7.53559932e+03  4.86493611e+06  2.00000000e+00],[-7.53308633e+03  4.86493763e+06  2.00000000e+00]
ValidationData_1.csv,34,[-7.52726279e+03  4.86494384e+06  2.00000000e+00],[-7.52160877e+03  4.86495060e+06  2.00000000e+00]
ValidationData_1.csv,35,[-7.45502981e+03  4.86485520e+06  2.00000000e+00],[-7.42481234e+03  4.86486299e+06  2.00000000e+00]
ValidationData_1.csv,36,[-7.45882299e+03  4.86484907e+06  2.12500000e+00],[-7.45736065e+03  4.86483144e+06  3.00000000e+00]
ValidationData_1.csv,37,[-7.46696370e+03  4.86482041e+06  2.00000000e+00],[-7.46045255e+03  4.86481604e+06  3.00000000e+00]
ValidationData_1.csv,38,[-7.46005755e+03  4.86481657e+06  2.00000000e+00],[-7.46003722e+03  4.86481449e+06  3.00000000e+00]
ValidationData_1.csv,39,[-7.46988920e+03  4.86481506e+06  2.00000000e+00],[-7.46844811e+03  4.86481849e+06  3.00000000e+00]
ValidationData_1.csv,40,[-7.43474007e+03  4.86487878e+06  3.00000000e+00],[-7.42309684e+03  4.86487785e+06  3.00000000e+00]
ValidationData_1.csv,41,[-7.42314204e+03  4.86488934e+06  3.00000000e+00],[-7.42317620e+03  4.86489614e+06  3.00000000e+00]
ValidationData_1.csv,42,[-7.54126430e+03  4.86492078e+06  2.00000000e+00],[-7.53884126e+03  4.86491972e+06  3.00000000e+00]
ValidationData_1.csv,43,[-7.53880114e+03  4.86492310e+06  2.25000000e+00],[-7.53891808e+03  4.86491989e+06  3.00000000e+00]
ValidationData_1.csv,44,[-7.54118325e+03  4.86492239e+06  2.25000000e+00],[-7.53075650e+03  4.86492151e+06  3.00000000e+00]
ValidationData_1.csv,45,[-7.54050363e+03  4.86490205e+06  2.50000000e+00],[-7.52182991e+03  4.86495057e+06  3.00000000e+00]
ValidationData_1.csv,46,[-7.55235666e+03  4.86488675e+06  2.00000000e+00],[-7.55542255e+03  4.86488578e+06  3.00000000e+00]
ValidationData_1.csv,47,[-7.36642650e+03  4.86476962e+06  1.00000000e+00],[-7.36608528e+03  4.86484257e+06  3.00000000e+00]
ValidationData_1.csv,48,[-7.35443958e+03  4.86480758e+06  2.37500000e+00],[-7.33664869e+03  4.86482709e+06  3.00000000e+00]
ValidationData_1.csv,49,[-7.32447235e+03  4.86481838e+06  3.00000000e+00],[-7.32365790e+03  4.86481908e+06  3.00000000e+00]
ValidationData_1.csv,50,[  -7671.532675 4864935.49585        0.      ],[  -7680.01548398 4864931.06532918       0.        ]
ValidationData_1.csv,51,[-7.64576173e+03  4.86494674e+06  1.00000000e+00],[-7.64488607e+03  4.86494848e+06  1.00000000e+00]
ValidationData_1.csv,52,[  -7641.2011125 4864919.1654875       0.       ],[  -7639.40049465 4864912.97794822       0.        ]
ValidationData_1.csv,53,[  -7634.34855  4864965.820525       0.      ],[  -7632.7776 4864964.7989       0.    ]
ValidationData_1.csv,54,[  -7606.5619875 4864978.7432375       0.       ],[  -7607.0766 4864977.6918       0.    ]
ValidationData_1.csv,55,[  -7589.44075  4864985.369975       0.      ],[  -7592.95318465 4864984.23600766       0.        ]
ValidationData_1.csv,56,[  -7591.7076   4864985.048675       0.      ],[  -7588.9413927  4864985.59057594       0.        ]
ValidationData_1.csv,57,[  -7614.7566125 4864980.0646625       0.       ],[  -7611.19622966 4864981.68552096       0.        ]
ValidationData_1.csv,58,[  -7614.8498875 4864980.1997          0.       ],[  -7615.52771818 4864981.65892278       0.        ]
ValidationData_1.csv,59,[-7.59133490e+03  4.86498468e+06  1.25000000e+00],[-7.59209024e+03  4.86497888e+06  1.00000000e+00]
ValidationData_1.csv,60,[-7.62279634e+03  4.86498117e+06  2.00000000e+00],[-7.61635993e+03  4.86497910e+06  1.00000000e+00]
ValidationData_1.csv,61,[-7.65747660e+03  4.86493315e+06  1.00000000e+00],[-7.69110920e+03  4.86492753e+06  1.00000000e+00]
ValidationData_1.csv,62,[-7.66152588e+03  4.86493834e+06  1.00000000e+00],[  -7685.4946 4864929.1348       0.    ]
ValidationData_1.csv,63,[  -7679.4514   4864933.033725       0.      ],[  -7684.28183436 4864931.86802129       0.        ]
ValidationData_1.csv,64,[-7.67642232e+03  4.86493409e+06  2.50000000e-01],[  -7682.45565    4864932.53290055       0.        ]
ValidationData_1.csv,65,[-7.67466457e+03  4.86493459e+06  3.75000000e-01],[  -7676.89365322 4864933.95646943       0.        ]
ValidationData_1.csv,66,[-7.67050556e+03  4.86493613e+06  5.00000000e-01],[  -7675.64792158 4864933.13878118       0.        ]
ValidationData_1.csv,67,[-7.64109536e+03  4.86495561e+06  1.37500000e+00],[-7.64430385e+03  4.86494878e+06  1.00000000e+00]
ValidationData_1.csv,68,[  -7659.9202375 4864933.9932125       0.       ],[  -7656.99678123 4864937.20383579       0.        ]
ValidationData_1.csv,69,[-7.66204612e+03  4.86493754e+06  1.25000000e-01],[  -7662.30642142 4864938.2719655        0.        ]
ValidationData_1.csv,70,[-7.65440837e+03  4.86493211e+06  8.75000000e-01],[  -7662.4472 4864933.7721       0.    ]
ValidationData_1.csv,71,[-7.66279736e+03  4.86493582e+06  6.25000000e-01],[  -7667.5438 4864937.5546       0.    ]
ValidationData_1.csv,72,[-7.65230150e+03  4.86492861e+06  1.25000000e-01],[  -7643.697517   4864929.91511179       0.        ]
ValidationData_1.csv,73,[-7.64943710e+03  4.86493443e+06  7.50000000e-01],[  -7643.32298412 4864928.08658047       0.        ]
