LIMIT,K,MEAN_ERROR,STD_ERROR,FAILRATE,MAX_ERROR,MIN_ERROR,MEDIAN_ERROR,25th_PERCENTILE,75th_PERCENTILE,90th_PERCENTILE,95th_PERCENTILE,99th_PERCENTILE,99.99th_PERCENTILE
10,1,x,x,x,x,x,x,x,x,x,x,x,x
10,2,x,x,x,x,x,x,x,x,x,x,x,x
10,3,x,x,x,x,x,x,x,x,x,x,x,x
10,4,x,x,x,x,x,x,x,x,x,x,x,x
10,5,x,x,x,x,x,x,x,x,x,x,x,x
10,6,x,x,x,x,x,x,x,x,x,x,x,x
10,7,x,x,x,x,x,x,x,x,x,x,x,x
10,8,x,x,x,x,x,x,x,x,x,x,x,x
10,9,x,x,x,x,x,x,x,x,x,x,x,x
10,10,x,x,x,x,x,x,x,x,x,x,x,x
