LIMIT,K,MEAN_ERROR,STD_ERROR,MAX_ERROR,MIN_ERROR,MEDIAN_ERROR,25th_PERCENTILE,75th_PERCENTILE,90th_PERCENTILE,95th_PERCENTILE,99th_PERCENTILE,99.99th_PERCENTILE
3,9,x,x,x,x,x,x,x,x,x,x,x
3,10,x,x,x,x,x,x,x,x,x,x,x
3,11,x,x,x,x,x,x,x,x,x,x,x
3,12,x,x,x,x,x,x,x,x,x,x,x
3,13,x,x,x,x,x,x,x,x,x,x,x
3,14,x,x,x,x,x,x,x,x,x,x,x
3,15,x,x,x,x,x,x,x,x,x,x,x
3,16,x,x,x,x,x,x,x,x,x,x,x
3,17,x,x,x,x,x,x,x,x,x,x,x
3,18,x,x,x,x,x,x,x,x,x,x,x
3,19,x,x,x,x,x,x,x,x,x,x,x
3,20,x,x,x,x,x,x,x,x,x,x,x
3,21,x,x,x,x,x,x,x,x,x,x,x
3,22,x,x,x,x,x,x,x,x,x,x,x
3,23,x,x,x,x,x,x,x,x,x,x,x
3,24,x,x,x,x,x,x,x,x,x,x,x
3,25,x,x,x,x,x,x,x,x,x,x,x
3,26,x,x,x,x,x,x,x,x,x,x,x
3,27,x,x,x,x,x,x,x,x,x,x,x
3,28,x,x,x,x,x,x,x,x,x,x,x
3,29,x,x,x,x,x,x,x,x,x,x,x
4,1,x,x,x,x,x,x,x,x,x,x,x
4,2,x,x,x,x,x,x,x,x,x,x,x
4,3,x,x,x,x,x,x,x,x,x,x,x
4,4,x,x,x,x,x,x,x,x,x,x,x
4,5,x,x,x,x,x,x,x,x,x,x,x
4,6,x,x,x,x,x,x,x,x,x,x,x
4,7,x,x,x,x,x,x,x,x,x,x,x
4,8,x,x,x,x,x,x,x,x,x,x,x
4,9,x,x,x,x,x,x,x,x,x,x,x
4,10,x,x,x,x,x,x,x,x,x,x,x
4,11,x,x,x,x,x,x,x,x,x,x,x
4,12,x,x,x,x,x,x,x,x,x,x,x
4,13,x,x,x,x,x,x,x,x,x,x,x
4,14,x,x,x,x,x,x,x,x,x,x,x
4,15,x,x,x,x,x,x,x,x,x,x,x
4,16,x,x,x,x,x,x,x,x,x,x,x
4,17,x,x,x,x,x,x,x,x,x,x,x
4,18,x,x,x,x,x,x,x,x,x,x,x
4,19,x,x,x,x,x,x,x,x,x,x,x
4,20,x,x,x,x,x,x,x,x,x,x,x
4,21,x,x,x,x,x,x,x,x,x,x,x
4,22,x,x,x,x,x,x,x,x,x,x,x
4,23,x,x,x,x,x,x,x,x,x,x,x
4,24,x,x,x,x,x,x,x,x,x,x,x
4,25,x,x,x,x,x,x,x,x,x,x,x
4,26,x,x,x,x,x,x,x,x,x,x,x
4,27,x,x,x,x,x,x,x,x,x,x,x
4,28,x,x,x,x,x,x,x,x,x,x,x
4,29,x,x,x,x,x,x,x,x,x,x,x
5,1,x,x,x,x,x,x,x,x,x,x,x
5,2,x,x,x,x,x,x,x,x,x,x,x
5,3,x,x,x,x,x,x,x,x,x,x,x
5,4,x,x,x,x,x,x,x,x,x,x,x
5,5,x,x,x,x,x,x,x,x,x,x,x
5,6,x,x,x,x,x,x,x,x,x,x,x
5,7,x,x,x,x,x,x,x,x,x,x,x
5,8,x,x,x,x,x,x,x,x,x,x,x
5,9,x,x,x,x,x,x,x,x,x,x,x
5,10,x,x,x,x,x,x,x,x,x,x,x
5,11,x,x,x,x,x,x,x,x,x,x,x
5,12,x,x,x,x,x,x,x,x,x,x,x
5,13,x,x,x,x,x,x,x,x,x,x,x
5,14,x,x,x,x,x,x,x,x,x,x,x
5,15,x,x,x,x,x,x,x,x,x,x,x
5,16,x,x,x,x,x,x,x,x,x,x,x
5,17,x,x,x,x,x,x,x,x,x,x,x
5,18,x,x,x,x,x,x,x,x,x,x,x
5,19,x,x,x,x,x,x,x,x,x,x,x
5,20,x,x,x,x,x,x,x,x,x,x,x
5,21,x,x,x,x,x,x,x,x,x,x,x
5,22,x,x,x,x,x,x,x,x,x,x,x
5,23,x,x,x,x,x,x,x,x,x,x,x
5,24,x,x,x,x,x,x,x,x,x,x,x
5,25,x,x,x,x,x,x,x,x,x,x,x
5,26,x,x,x,x,x,x,x,x,x,x,x
5,27,x,x,x,x,x,x,x,x,x,x,x
5,28,x,x,x,x,x,x,x,x,x,x,x
5,29,x,x,x,x,x,x,x,x,x,x,x
6,1,x,x,x,x,x,x,x,x,x,x,x
6,2,x,x,x,x,x,x,x,x,x,x,x
6,3,x,x,x,x,x,x,x,x,x,x,x
6,4,x,x,x,x,x,x,x,x,x,x,x
6,5,x,x,x,x,x,x,x,x,x,x,x
6,6,x,x,x,x,x,x,x,x,x,x,x
6,7,x,x,x,x,x,x,x,x,x,x,x
6,8,x,x,x,x,x,x,x,x,x,x,x
6,9,x,x,x,x,x,x,x,x,x,x,x
6,10,x,x,x,x,x,x,x,x,x,x,x
6,11,x,x,x,x,x,x,x,x,x,x,x
6,12,x,x,x,x,x,x,x,x,x,x,x
6,13,x,x,x,x,x,x,x,x,x,x,x
6,14,x,x,x,x,x,x,x,x,x,x,x
6,15,x,x,x,x,x,x,x,x,x,x,x
6,16,x,x,x,x,x,x,x,x,x,x,x
6,17,x,x,x,x,x,x,x,x,x,x,x
6,18,x,x,x,x,x,x,x,x,x,x,x
6,19,x,x,x,x,x,x,x,x,x,x,x
6,20,x,x,x,x,x,x,x,x,x,x,x
6,21,x,x,x,x,x,x,x,x,x,x,x
6,22,x,x,x,x,x,x,x,x,x,x,x
6,23,x,x,x,x,x,x,x,x,x,x,x
6,24,x,x,x,x,x,x,x,x,x,x,x
6,25,x,x,x,x,x,x,x,x,x,x,x
6,26,x,x,x,x,x,x,x,x,x,x,x
6,27,x,x,x,x,x,x,x,x,x,x,x
6,28,x,x,x,x,x,x,x,x,x,x,x
6,29,x,x,x,x,x,x,x,x,x,x,x
7,1,x,x,x,x,x,x,x,x,x,x,x
7,2,x,x,x,x,x,x,x,x,x,x,x
7,3,x,x,x,x,x,x,x,x,x,x,x
7,4,x,x,x,x,x,x,x,x,x,x,x
7,5,x,x,x,x,x,x,x,x,x,x,x
7,6,x,x,x,x,x,x,x,x,x,x,x
7,7,x,x,x,x,x,x,x,x,x,x,x
7,8,x,x,x,x,x,x,x,x,x,x,x
7,9,x,x,x,x,x,x,x,x,x,x,x
7,10,x,x,x,x,x,x,x,x,x,x,x
7,11,x,x,x,x,x,x,x,x,x,x,x
7,12,x,x,x,x,x,x,x,x,x,x,x
7,13,x,x,x,x,x,x,x,x,x,x,x
7,14,x,x,x,x,x,x,x,x,x,x,x
7,15,x,x,x,x,x,x,x,x,x,x,x
7,16,x,x,x,x,x,x,x,x,x,x,x
7,17,x,x,x,x,x,x,x,x,x,x,x
7,18,x,x,x,x,x,x,x,x,x,x,x
7,19,x,x,x,x,x,x,x,x,x,x,x
7,20,x,x,x,x,x,x,x,x,x,x,x
7,21,x,x,x,x,x,x,x,x,x,x,x
7,22,x,x,x,x,x,x,x,x,x,x,x
7,23,x,x,x,x,x,x,x,x,x,x,x
7,24,x,x,x,x,x,x,x,x,x,x,x
7,25,x,x,x,x,x,x,x,x,x,x,x
7,26,x,x,x,x,x,x,x,x,x,x,x
7,27,x,x,x,x,x,x,x,x,x,x,x
7,28,x,x,x,x,x,x,x,x,x,x,x
7,29,x,x,x,x,x,x,x,x,x,x,x
8,1,x,x,x,x,x,x,x,x,x,x,x
8,2,x,x,x,x,x,x,x,x,x,x,x
8,3,x,x,x,x,x,x,x,x,x,x,x
8,4,x,x,x,x,x,x,x,x,x,x,x
8,5,x,x,x,x,x,x,x,x,x,x,x
8,6,x,x,x,x,x,x,x,x,x,x,x
8,7,x,x,x,x,x,x,x,x,x,x,x
8,8,x,x,x,x,x,x,x,x,x,x,x
8,9,x,x,x,x,x,x,x,x,x,x,x
8,10,x,x,x,x,x,x,x,x,x,x,x
8,11,x,x,x,x,x,x,x,x,x,x,x
8,12,x,x,x,x,x,x,x,x,x,x,x
8,13,x,x,x,x,x,x,x,x,x,x,x
8,14,x,x,x,x,x,x,x,x,x,x,x
8,15,x,x,x,x,x,x,x,x,x,x,x
8,16,x,x,x,x,x,x,x,x,x,x,x
8,17,x,x,x,x,x,x,x,x,x,x,x
8,18,x,x,x,x,x,x,x,x,x,x,x
8,19,x,x,x,x,x,x,x,x,x,x,x
8,20,x,x,x,x,x,x,x,x,x,x,x
8,21,x,x,x,x,x,x,x,x,x,x,x
8,22,x,x,x,x,x,x,x,x,x,x,x
8,23,x,x,x,x,x,x,x,x,x,x,x
8,24,x,x,x,x,x,x,x,x,x,x,x
8,25,x,x,x,x,x,x,x,x,x,x,x
8,26,x,x,x,x,x,x,x,x,x,x,x
8,27,x,x,x,x,x,x,x,x,x,x,x
8,28,x,x,x,x,x,x,x,x,x,x,x
8,29,x,x,x,x,x,x,x,x,x,x,x
9,1,x,x,x,x,x,x,x,x,x,x,x
9,2,x,x,x,x,x,x,x,x,x,x,x
9,3,x,x,x,x,x,x,x,x,x,x,x
9,4,x,x,x,x,x,x,x,x,x,x,x
9,5,x,x,x,x,x,x,x,x,x,x,x
9,6,x,x,x,x,x,x,x,x,x,x,x
9,7,x,x,x,x,x,x,x,x,x,x,x
9,8,x,x,x,x,x,x,x,x,x,x,x
9,9,x,x,x,x,x,x,x,x,x,x,x
9,10,x,x,x,x,x,x,x,x,x,x,x
9,11,x,x,x,x,x,x,x,x,x,x,x
9,12,x,x,x,x,x,x,x,x,x,x,x
9,13,x,x,x,x,x,x,x,x,x,x,x
9,14,x,x,x,x,x,x,x,x,x,x,x
9,15,x,x,x,x,x,x,x,x,x,x,x
9,16,x,x,x,x,x,x,x,x,x,x,x
9,17,x,x,x,x,x,x,x,x,x,x,x
9,18,x,x,x,x,x,x,x,x,x,x,x
9,19,x,x,x,x,x,x,x,x,x,x,x
9,20,x,x,x,x,x,x,x,x,x,x,x
9,21,x,x,x,x,x,x,x,x,x,x,x
9,22,x,x,x,x,x,x,x,x,x,x,x
9,23,x,x,x,x,x,x,x,x,x,x,x
9,24,x,x,x,x,x,x,x,x,x,x,x
9,25,x,x,x,x,x,x,x,x,x,x,x
9,26,x,x,x,x,x,x,x,x,x,x,x
9,27,x,x,x,x,x,x,x,x,x,x,x
9,28,x,x,x,x,x,x,x,x,x,x,x
9,29,x,x,x,x,x,x,x,x,x,x,x
10,1,x,x,x,x,x,x,x,x,x,x,x
10,2,x,x,x,x,x,x,x,x,x,x,x
10,3,x,x,x,x,x,x,x,x,x,x,x
10,4,x,x,x,x,x,x,x,x,x,x,x
10,5,x,x,x,x,x,x,x,x,x,x,x
10,6,x,x,x,x,x,x,x,x,x,x,x
10,7,x,x,x,x,x,x,x,x,x,x,x
10,8,x,x,x,x,x,x,x,x,x,x,x
10,9,x,x,x,x,x,x,x,x,x,x,x
10,10,x,x,x,x,x,x,x,x,x,x,x
10,11,x,x,x,x,x,x,x,x,x,x,x
10,12,x,x,x,x,x,x,x,x,x,x,x
10,13,x,x,x,x,x,x,x,x,x,x,x
10,14,x,x,x,x,x,x,x,x,x,x,x
10,15,x,x,x,x,x,x,x,x,x,x,x
10,16,x,x,x,x,x,x,x,x,x,x,x
10,17,x,x,x,x,x,x,x,x,x,x,x
10,18,x,x,x,x,x,x,x,x,x,x,x
10,19,x,x,x,x,x,x,x,x,x,x,x
10,20,x,x,x,x,x,x,x,x,x,x,x
10,21,x,x,x,x,x,x,x,x,x,x,x
10,22,x,x,x,x,x,x,x,x,x,x,x
10,23,x,x,x,x,x,x,x,x,x,x,x
10,24,x,x,x,x,x,x,x,x,x,x,x
10,25,x,x,x,x,x,x,x,x,x,x,x
10,26,x,x,x,x,x,x,x,x,x,x,x
10,27,x,x,x,x,x,x,x,x,x,x,x
10,28,x,x,x,x,x,x,x,x,x,x,x
10,29,x,x,x,x,x,x,x,x,x,x,x
11,1,x,x,x,x,x,x,x,x,x,x,x
11,2,x,x,x,x,x,x,x,x,x,x,x
11,3,x,x,x,x,x,x,x,x,x,x,x
11,4,x,x,x,x,x,x,x,x,x,x,x
11,5,x,x,x,x,x,x,x,x,x,x,x
11,6,x,x,x,x,x,x,x,x,x,x,x
11,7,x,x,x,x,x,x,x,x,x,x,x
11,8,x,x,x,x,x,x,x,x,x,x,x
11,9,x,x,x,x,x,x,x,x,x,x,x
11,10,x,x,x,x,x,x,x,x,x,x,x
11,11,x,x,x,x,x,x,x,x,x,x,x
11,12,x,x,x,x,x,x,x,x,x,x,x
11,13,x,x,x,x,x,x,x,x,x,x,x
11,14,x,x,x,x,x,x,x,x,x,x,x
11,15,x,x,x,x,x,x,x,x,x,x,x
11,16,x,x,x,x,x,x,x,x,x,x,x
11,17,x,x,x,x,x,x,x,x,x,x,x
11,18,x,x,x,x,x,x,x,x,x,x,x
11,19,x,x,x,x,x,x,x,x,x,x,x
11,20,x,x,x,x,x,x,x,x,x,x,x
11,21,x,x,x,x,x,x,x,x,x,x,x
11,22,x,x,x,x,x,x,x,x,x,x,x
11,23,x,x,x,x,x,x,x,x,x,x,x
11,24,x,x,x,x,x,x,x,x,x,x,x
11,25,x,x,x,x,x,x,x,x,x,x,x
11,26,x,x,x,x,x,x,x,x,x,x,x
11,27,x,x,x,x,x,x,x,x,x,x,x
11,28,x,x,x,x,x,x,x,x,x,x,x
11,29,x,x,x,x,x,x,x,x,x,x,x
12,1,x,x,x,x,x,x,x,x,x,x,x
12,2,x,x,x,x,x,x,x,x,x,x,x
12,3,x,x,x,x,x,x,x,x,x,x,x
12,4,x,x,x,x,x,x,x,x,x,x,x
12,5,x,x,x,x,x,x,x,x,x,x,x
12,6,x,x,x,x,x,x,x,x,x,x,x
12,7,x,x,x,x,x,x,x,x,x,x,x
12,8,x,x,x,x,x,x,x,x,x,x,x
12,9,x,x,x,x,x,x,x,x,x,x,x
12,10,x,x,x,x,x,x,x,x,x,x,x
12,11,x,x,x,x,x,x,x,x,x,x,x
12,12,x,x,x,x,x,x,x,x,x,x,x
12,13,x,x,x,x,x,x,x,x,x,x,x
12,14,x,x,x,x,x,x,x,x,x,x,x
12,15,x,x,x,x,x,x,x,x,x,x,x
12,16,x,x,x,x,x,x,x,x,x,x,x
12,17,x,x,x,x,x,x,x,x,x,x,x
12,18,x,x,x,x,x,x,x,x,x,x,x
12,19,x,x,x,x,x,x,x,x,x,x,x
12,20,x,x,x,x,x,x,x,x,x,x,x
12,21,x,x,x,x,x,x,x,x,x,x,x
12,22,x,x,x,x,x,x,x,x,x,x,x
12,23,x,x,x,x,x,x,x,x,x,x,x
12,24,x,x,x,x,x,x,x,x,x,x,x
12,25,x,x,x,x,x,x,x,x,x,x,x
12,26,x,x,x,x,x,x,x,x,x,x,x
12,27,x,x,x,x,x,x,x,x,x,x,x
12,28,x,x,x,x,x,x,x,x,x,x,x
12,29,x,x,x,x,x,x,x,x,x,x,x
13,1,x,x,x,x,x,x,x,x,x,x,x
13,2,x,x,x,x,x,x,x,x,x,x,x
13,3,x,x,x,x,x,x,x,x,x,x,x
13,4,x,x,x,x,x,x,x,x,x,x,x
13,5,x,x,x,x,x,x,x,x,x,x,x
13,6,x,x,x,x,x,x,x,x,x,x,x
13,7,x,x,x,x,x,x,x,x,x,x,x
13,8,x,x,x,x,x,x,x,x,x,x,x
13,9,x,x,x,x,x,x,x,x,x,x,x
13,10,x,x,x,x,x,x,x,x,x,x,x
13,11,x,x,x,x,x,x,x,x,x,x,x
13,12,x,x,x,x,x,x,x,x,x,x,x
13,13,x,x,x,x,x,x,x,x,x,x,x
13,14,x,x,x,x,x,x,x,x,x,x,x
13,15,x,x,x,x,x,x,x,x,x,x,x
13,16,x,x,x,x,x,x,x,x,x,x,x
13,17,x,x,x,x,x,x,x,x,x,x,x
13,18,x,x,x,x,x,x,x,x,x,x,x
13,19,x,x,x,x,x,x,x,x,x,x,x
13,20,x,x,x,x,x,x,x,x,x,x,x
13,21,x,x,x,x,x,x,x,x,x,x,x
13,22,x,x,x,x,x,x,x,x,x,x,x
13,23,x,x,x,x,x,x,x,x,x,x,x
13,24,x,x,x,x,x,x,x,x,x,x,x
13,25,x,x,x,x,x,x,x,x,x,x,x
13,26,x,x,x,x,x,x,x,x,x,x,x
13,27,x,x,x,x,x,x,x,x,x,x,x
13,28,x,x,x,x,x,x,x,x,x,x,x
13,29,x,x,x,x,x,x,x,x,x,x,x
14,1,x,x,x,x,x,x,x,x,x,x,x
14,2,x,x,x,x,x,x,x,x,x,x,x
14,3,x,x,x,x,x,x,x,x,x,x,x
14,4,x,x,x,x,x,x,x,x,x,x,x
14,5,x,x,x,x,x,x,x,x,x,x,x
14,6,x,x,x,x,x,x,x,x,x,x,x
14,7,x,x,x,x,x,x,x,x,x,x,x
14,8,x,x,x,x,x,x,x,x,x,x,x
14,9,x,x,x,x,x,x,x,x,x,x,x
14,10,x,x,x,x,x,x,x,x,x,x,x
14,11,x,x,x,x,x,x,x,x,x,x,x
14,12,x,x,x,x,x,x,x,x,x,x,x
14,13,x,x,x,x,x,x,x,x,x,x,x
14,14,x,x,x,x,x,x,x,x,x,x,x
14,15,x,x,x,x,x,x,x,x,x,x,x
14,16,x,x,x,x,x,x,x,x,x,x,x
14,17,x,x,x,x,x,x,x,x,x,x,x
14,18,x,x,x,x,x,x,x,x,x,x,x
14,19,x,x,x,x,x,x,x,x,x,x,x
14,20,x,x,x,x,x,x,x,x,x,x,x
14,21,x,x,x,x,x,x,x,x,x,x,x
14,22,x,x,x,x,x,x,x,x,x,x,x
14,23,x,x,x,x,x,x,x,x,x,x,x
14,24,x,x,x,x,x,x,x,x,x,x,x
14,25,x,x,x,x,x,x,x,x,x,x,x
14,26,x,x,x,x,x,x,x,x,x,x,x
14,27,x,x,x,x,x,x,x,x,x,x,x
14,28,x,x,x,x,x,x,x,x,x,x,x
14,29,x,x,x,x,x,x,x,x,x,x,x
15,1,x,x,x,x,x,x,x,x,x,x,x
15,2,x,x,x,x,x,x,x,x,x,x,x
15,3,x,x,x,x,x,x,x,x,x,x,x
15,4,x,x,x,x,x,x,x,x,x,x,x
15,5,x,x,x,x,x,x,x,x,x,x,x
15,6,x,x,x,x,x,x,x,x,x,x,x
15,7,x,x,x,x,x,x,x,x,x,x,x
15,8,x,x,x,x,x,x,x,x,x,x,x
15,9,x,x,x,x,x,x,x,x,x,x,x
15,10,x,x,x,x,x,x,x,x,x,x,x
15,11,x,x,x,x,x,x,x,x,x,x,x
15,12,x,x,x,x,x,x,x,x,x,x,x
15,13,x,x,x,x,x,x,x,x,x,x,x
15,14,x,x,x,x,x,x,x,x,x,x,x
15,15,x,x,x,x,x,x,x,x,x,x,x
15,16,x,x,x,x,x,x,x,x,x,x,x
15,17,x,x,x,x,x,x,x,x,x,x,x
15,18,x,x,x,x,x,x,x,x,x,x,x
15,19,x,x,x,x,x,x,x,x,x,x,x
15,20,x,x,x,x,x,x,x,x,x,x,x
15,21,x,x,x,x,x,x,x,x,x,x,x
15,22,x,x,x,x,x,x,x,x,x,x,x
15,23,x,x,x,x,x,x,x,x,x,x,x
15,24,x,x,x,x,x,x,x,x,x,x,x
15,25,x,x,x,x,x,x,x,x,x,x,x
15,26,x,x,x,x,x,x,x,x,x,x,x
15,27,x,x,x,x,x,x,x,x,x,x,x
15,28,x,x,x,x,x,x,x,x,x,x,x
15,29,x,x,x,x,x,x,x,x,x,x,x
16,1,x,x,x,x,x,x,x,x,x,x,x
16,2,x,x,x,x,x,x,x,x,x,x,x
16,3,x,x,x,x,x,x,x,x,x,x,x
16,4,x,x,x,x,x,x,x,x,x,x,x
16,5,x,x,x,x,x,x,x,x,x,x,x
16,6,x,x,x,x,x,x,x,x,x,x,x
16,7,x,x,x,x,x,x,x,x,x,x,x
16,8,x,x,x,x,x,x,x,x,x,x,x
16,9,x,x,x,x,x,x,x,x,x,x,x
16,10,x,x,x,x,x,x,x,x,x,x,x
16,11,x,x,x,x,x,x,x,x,x,x,x
16,12,x,x,x,x,x,x,x,x,x,x,x
16,13,x,x,x,x,x,x,x,x,x,x,x
16,14,x,x,x,x,x,x,x,x,x,x,x
16,15,x,x,x,x,x,x,x,x,x,x,x
16,16,x,x,x,x,x,x,x,x,x,x,x
16,17,x,x,x,x,x,x,x,x,x,x,x
16,18,x,x,x,x,x,x,x,x,x,x,x
16,19,x,x,x,x,x,x,x,x,x,x,x
16,20,x,x,x,x,x,x,x,x,x,x,x
16,21,x,x,x,x,x,x,x,x,x,x,x
16,22,x,x,x,x,x,x,x,x,x,x,x
16,23,x,x,x,x,x,x,x,x,x,x,x
16,24,x,x,x,x,x,x,x,x,x,x,x
16,25,x,x,x,x,x,x,x,x,x,x,x
16,26,x,x,x,x,x,x,x,x,x,x,x
16,27,x,x,x,x,x,x,x,x,x,x,x
16,28,x,x,x,x,x,x,x,x,x,x,x
16,29,x,x,x,x,x,x,x,x,x,x,x
17,1,13.63571973009923,9.71985180623052,38.60801208955721,0.41335362167446454,13.723556595850056,5.1940785572082895,20.829442873994047,24.530006675166362,31.84643417418016,37.022852480903616,38.59216049347065
17,2,x,x,x,x,x,x,x,x,x,x,x
17,3,x,x,x,x,x,x,x,x,x,x,x
17,4,x,x,x,x,x,x,x,x,x,x,x
17,5,x,x,x,x,x,x,x,x,x,x,x
17,6,x,x,x,x,x,x,x,x,x,x,x
17,7,x,x,x,x,x,x,x,x,x,x,x
17,8,x,x,x,x,x,x,x,x,x,x,x
17,9,x,x,x,x,x,x,x,x,x,x,x
17,10,x,x,x,x,x,x,x,x,x,x,x
17,11,x,x,x,x,x,x,x,x,x,x,x
17,12,x,x,x,x,x,x,x,x,x,x,x
17,13,x,x,x,x,x,x,x,x,x,x,x
17,14,x,x,x,x,x,x,x,x,x,x,x
17,15,x,x,x,x,x,x,x,x,x,x,x
17,16,x,x,x,x,x,x,x,x,x,x,x
17,17,x,x,x,x,x,x,x,x,x,x,x
17,18,x,x,x,x,x,x,x,x,x,x,x
17,19,x,x,x,x,x,x,x,x,x,x,x
17,20,x,x,x,x,x,x,x,x,x,x,x
17,21,x,x,x,x,x,x,x,x,x,x,x
17,22,x,x,x,x,x,x,x,x,x,x,x
17,23,x,x,x,x,x,x,x,x,x,x,x
17,24,x,x,x,x,x,x,x,x,x,x,x
17,25,x,x,x,x,x,x,x,x,x,x,x
17,26,x,x,x,x,x,x,x,x,x,x,x
17,27,x,x,x,x,x,x,x,x,x,x,x
17,28,x,x,x,x,x,x,x,x,x,x,x
17,29,x,x,x,x,x,x,x,x,x,x,x
18,1,15.38608088210243,13.43212113094565,70.28885352454152,0.41335362167446454,14.9857772629138,5.1940785572082895,21.02133913309195,29.560761437997034,36.522548236526134,62.1117866501156,70.20708285579715
